id,label,gene_type,accession,title,file
10.1111/jpi.12487,Paper,,,Melatonin biosynthesis enzymes recruit WRKY transcription factors to regulate melatonin accumulation and transcriptional activity on W-box in cassava,10.1111@jpi.12487_nutri_plant_verified.json
MeTDC2,Gene,PathwayGene,Manes.12G038600,,
Manihot esculenta,Species,,,,
Melatonin,Metabolite,,,,
MeASMT2,Gene,PathwayGene,Manes.17G050500,,
MeASMT3,Gene,PathwayGene,NA,,
MeWRKY20,Gene,RegulationGene,Manes.15G118300,,
Melatonin biosynthesis,Process,,,,
MeWRKY75,Gene,RegulationGene,Manes.05G108600.1,,
CYP51A1,Gene,PathwayGene,NM_000786,,
Δ5-sterols,Metabolite,,,,
10.1016/j.plantsci.2019.110304,Paper,,,Effects of enhancing endogenous and exogenous glutathione in roots on cadmium movement in Arabidopsis thaliana,10.1016@j.plantsci.2019.110304_nutri_plant_verified.json
StGCS-GS,Gene,PathwayGene,NA,,
Streptococcus thermophilus,Species,,,,
Glutathione; phytochelatins; cadmium-associated thiol complexes,Metabolite,,,,
Thiol metabolite,MetaboliteClass,,,,
VvSS1,Gene,PathwayGene,GSVIVT01038557001,,
VvSS3,Gene,PathwayGene,NA,,
VvINVs,Gene,PathwayGene,NA,,
VvSUPS,Gene,PathwayGene,NA,,
VvNCED1,Gene,PathwayGene,NA,,
VvNCED2,Gene,PathwayGene,NA,,
VvA8H3-CYP707A4,Gene,PathwayGene,NA,,
CrBKT,Gene,PathwayGene,AY860820.1,,
Ketocarotenoid; xanthophyll carotenoid,MetaboliteClass,,,,
HpBHY,Gene,PathwayGene,AY187011,,
SPL7,Gene,RegulationGene,NA,,
copper deficiency response and oxidative-stress-related metal homeostasis,Process,,,,
RBOHD,Gene,PathwayGene,NA,,
ROS production and vascular signaling affecting root-to-shoot Cd translocation,Process,,,,
10.1016/j.xplc.2025.101353,Paper,,,Chloroplast ATP-dependent metalloprotease FtsH5/VAR1 confers cold-stress tolerance through singlet oxygen and salicylic acid signaling,MinerU_markdown_PMC12177481_2038800292992024578_nutri_plant_verified.json
ICS1,Gene,PathwayGene,NA,,
Plant defense hormone / phenolic signal metabolite,MetaboliteClass,,,,
VAR1,Gene,RegulationGene,NA,,
Photosystem biogenesis/repair and indirect control of singlet oxygen and salicylic acid signaling,Process,,,,
EDS1,Gene,RegulationGene,NA,,
SA biosynthesis and SA-responsive defense signaling,Process,,,,
PAD4,Gene,RegulationGene,AT3G52430,,
SA biosynthesis and SA-responsive signaling,Process,,,,
EX1,Gene,RegulationGene,AT4G33630,,
Singlet oxygen-triggered plastid retrograde signaling linked to SA signaling,Process,,,,
EX2,Gene,RegulationGene,AT1G27510,,
"Singlet oxygen-triggered retrograde signaling, SA biosynthesis/signaling, and repression of photosynthesis-associated nuclear genes",Process,,,,
10.1016/j.xplc.2024.100835,Paper,,,Biosynthetic pathway of prescription cucurbitacin IIa and high-level production of key triterpenoid intermediates in engineered yeast and tobacco,PMC11211238_nutri_plant_verified.json
HcSE1,Gene,PathwayGene,NA,,
Escherichia coli; Saccharomyces cerevisiae,Species,,,,
Hemsleya chinensis,Species,,,,
cucurbitacin IIa,Metabolite,,,,
HcSE2,Gene,PathwayGene,NA,,
HcOSC6,Gene,PathwayGene,NA,,
Saccharomyces cerevisiae; Nicotiana benthamiana,Species,,,,
cucurbitacin IIa; Cuol; 11-carbonyl-20β-hydroxy-Cuol,Metabolite,,,,
HcCYP87D20,Gene,PathwayGene,NA,,
11-carbonyl-20β-hydroxy-Cuol; cucurbitacin IIa,Metabolite,,,,
HcAT1,Gene,PathwayGene,NA,,
CmCYP87D20,Gene,PathwayGene,NA,,
Cucumis melo,Species,,,,
11-carbonyl-20β-hydroxy-Cuol,Metabolite,,,,
10.1016/j.phytochem.2004.03.007,Paper,,,Biochemical characterization of a high-palmitoleic acid Helianthus annuus mutant,10.1016@j.plaphy.2004.03.001_nutri_plant_verified.json
KAS II,Gene,PathwayGene,NA,,
Helianthus annuus,Species,,,,
Palmitoleic acid,Metabolite,,,,
SAD,Gene,PathwayGene,NA,,
berbamunine synthase,Gene,PathwayGene,U09610,,
Berberis stolonifera; Spodoptera frugiperda,Species,,,,
Berberis stolonifera,Species,,,,
berbamunine; guattegaumerine; bisbenzylisoquinoline alkaloids,Metabolite,,,,
10.1016/j.phytochem.2013.11.015,Paper,,,"A novel carotenoid, 4-keto-a-carotene, as an unexpected by-product during genetic engineering of carotenogenesis in rice callus",10.1016@j.phytochem.2013.12.008_nutri_plant_verified.json
Zmpsy1,Gene,PathwayGene,NA,,
astaxanthin; 4-keto-α-carotene,Metabolite,,,,
PacrtI,Gene,PathwayGene,NA,,
CrtW,Gene,PathwayGene,NA,,
Brevundimonas sp.,Species,,,,
WP1,Gene,RegulationGene,Medtr0197s0010,,
Medicago truncatula,Species,,,,
lutein; anthocyanin,Metabolite,,,,
carotenoid; flavonoid,MetaboliteClass,,,,
carotenoid biosynthesis and anthocyanin biosynthesis in petals,Process,,,,
MtTT8,Gene,RegulationGene,Medtr1g072320,,
carotenoid biosynthesis and anthocyanin biosynthesis,Process,,,,
MtWD40-1,Gene,RegulationGene,NA,,
MDHAR1,Gene,PathwayGene,At3g52880,,
DHAR1,Gene,PathwayGene,DQ3222706,,
10.1038/s41467-019-08515-4,Paper,,,Cytosolic lipid droplets as engineered organelles for production and accumulation of terpenoid biomaterials in leaves,MinerU_markdown_PMC6382807_2038795258061430789_nutri_plant_verified.json
PcPAS,Gene,PathwayGene,AY508730,,
Pogostemon cablin,Species,,,,
patchoulol,Metabolite,,,,
AtFDPS,Gene,PathwayGene,X75789,,
ElHMGR159-582,Gene,PathwayGene,NA,,
Euphorbia lathyris,Species,,,,
patchoulol; diterpenoids,Metabolite,,,,
PbDXS,Gene,PathwayGene,MH363713,,
Plectranthus barbatus,Species,,,,
AgABS,Gene,PathwayGene,U50768.1,,
abietadiene and isomers; diterpenoid acids when coupled to CYP720B4,Metabolite,,,,
MtGGDPS,Gene,PathwayGene,AE000666.1,,
Methanothermobacter thermautotrophicus,Species,,,,
abietadiene and isomers; diterpenoid acids,Metabolite,,,,
PsCYP720B4,Gene,PathwayGene,NA,,
Picea sitchensis,Species,,,,
diterpenoid resin acids,Metabolite,,,,
CaCPR70-708,Gene,PathwayGene,KP162177,,
Camptotheca acuminata,Species,,,,
AtWRI11-397,Gene,RegulationGene,NA,,
triacylglycerol; indirectly patchoulol and diterpenoids via lipid droplet engineering,Metabolite,,,,
lipid; terpenoid context,MetaboliteClass,,,,
fatty acid biosynthesis and lipid droplet-associated TAG accumulation,Process,,,,
10.1104/pp.111.175596,Paper,,,The Folylpolyglutamate Synthetase Plastidial Isoform Is Required for Postembryonic Root Development in Arabidopsis,PMC3046582_nutri_plant_verified.json
AtDFB,Gene,PathwayGene,NA,,
folylpolyglutamates,Metabolite,,,,
vitamin / folate cofactor,MetaboliteClass,,,,
10.1111/febs.13665,Paper,,,Biochemical characterization and selective inhibition of β-carotene cis–trans isomerase D27 and carotenoid cleavage dioxygenase CCD8 on the strigolactone biosynthetic pathway,10.1111@febs.13400_nutri_plant_verified.json
OsD27,Gene,PathwayGene,XM_015761536.1,,
Strigolactone (represented in pathway as ent-2′-epi-5-deoxystrigol),Metabolite,,,,
Apocarotenoid terpenoid plant hormone,MetaboliteClass,,,,
AtCCD7,Gene,PathwayGene,NA,,
AtCCD8,Gene,PathwayGene,NA,,
dfrA,Gene,PathwayGene,NA,,
Anthocyanins; proanthocyanidins,Metabolite,,,,
Anthocyanin/proanthocyanidin branch gene transcription,Process,,,,
Anthocyanin branch gene transcription in flower limb,Process,,,,
An4,Gene,RegulationGene,NA,,
Anthocyanin branch gene transcription in anther connectivum,Process,,,,
MaMybA,Gene,RegulationGene,NA,,
Muscari armeniacum,Species,,,,
Anthocyanins; cyanidin 3-rutinoside; delphinidin 3-rutinoside,Metabolite,,,,
MaAN2,Gene,RegulationGene,NA,,
Anthocyanins; mainly cyanidin 3-rutinoside,Metabolite,,,,
MabHLH1,Gene,RegulationGene,NA,,
Nicotiana benthamiana; Nicotiana tabacum,Species,,,,
10.1093/jxb/erl283,Paper,,,Ethylene regulation of fruit softening and cell wall disassembly in Charentais melon,10.1093@jxb@erl283_nutri_plant_verified.json
ACO,Gene,PathwayGene,NA,,
MPG1,Gene,PathwayGene,NA,,
MPG2,Gene,PathwayGene,NA,,
MPG3,Gene,PathwayGene,NA,,
CmXTH1,Gene,PathwayGene,DQ914794,,
CmXTH3,Gene,PathwayGene,DQ914796,,
CmGal1,Gene,PathwayGene,AB270923,,
CmGal2,Gene,PathwayGene,AB270925,,
OSC7,Gene,PathwayGene,AB244671,,
Lotus japonicus,Species,,,,
Lanosterol,Metabolite,,,,
triterpenoid sterol intermediate,MetaboliteClass,,,,
OSC7 Asn478His Val482Ile mutant,Gene,PathwayGene,Derived from AB244671,,
Cycloartenol,Metabolite,,,,
"GH family genes (not single focal genes; e.g., GH1, GH3, GH5, GH8, GH10, GH43, GH51, GH6, GH9, GH48, GH30, GH39, GH74, GH12, GH54, GH11, GH62, GH64, GH63, GH44, GH55, GH45, GH52, GH116)",Gene,PathwayGene,NA,,
Plant cell wall polysaccharide breakdown products,Metabolite,,,,
10.1016/j.phytochem.2015.11.012,Paper,,,A previously undescribed jasmonate compound in flowering Arabidopsis thaliana – The identification of cis-(+)-OPDA-Ile,10.1016@j.phytochem.2015.11.012_nutri_plant_verified.json
cis-(+)-OPDA-Ile,Metabolite,,,,
Oxylipin / jasmonate-related hormone conjugate,MetaboliteClass,,,,
10.1016/j.xplc.2020.100113,Paper,,,The chromosome-level reference genome assembly for Panax notoginseng and insights into ginsenoside biosynthesis,MinerU_markdown_PMC7816079_2038794636016787458_nutri_plant_verified.json
PnUGT1,Gene,PathwayGene,MT551198,,
Panax notoginseng,Species,,,,
"Ginsenosides (CK, F1, F2)",Metabolite,,,,
Triterpene saponin,MetaboliteClass,,,,
PnUGT2,Gene,PathwayGene,MT551199,,
Ginsenoside Rg3,Metabolite,,,,
PnUGT3,Gene,PathwayGene,MT551200,,
Ginsenosides Rh1 and Rg1,Metabolite,,,,
PnUGT4,Gene,PathwayGene,MT551201,,
PnUGT5,Gene,PathwayGene,MT551202,,
Ginsenoside Rh2,Metabolite,,,,
10.1126/science.adq0036,Paper,,,A plant NLR receptor activates auxin signaling through Aux/IAAs-ARF19 and YUC8-TIR1/AFBs to promote callose-mediated antiviral defense,MinerU_markdown_PMC12710714_2038799647543169026_nutri_plant_verified.json
NbGSL5,Gene,PathwayGene,NA,,
Callose,Metabolite,,,,
NbGSL8,Gene,PathwayGene,NA,,
NbGSL10,Gene,PathwayGene,NA,,
NbYUC8,Gene,PathwayGene,NA,,
Indole-3-acetic acid,Metabolite,,,,
Phytohormone,MetaboliteClass,,,,
NbARF19,Gene,RegulationGene,Niben101Scf00981g04003; Niben101Scf01869g00012,,
Callose; indole-3-acetic acid,Metabolite,,,,
Polysaccharide; phytohormone,MetaboliteClass,,,,
Callose biosynthesis and auxin biosynthesis/signaling amplification,Process,,,,
SlARF19,Gene,RegulationGene,NA,,
Auxin-associated callose-mediated antiviral defense,Process,,,,
NbIAA35,Gene,RegulationGene,Niben101Scf05720g02003,,
Auxin signaling gating of callose biosynthesis and auxin amplification,Process,,,,
NbIAA13,Gene,RegulationGene,NA,,
Auxin signaling repression upstream of callose deposition,Process,,,,
NbIAA27,Gene,RegulationGene,NA,,
NbIAA29,Gene,RegulationGene,NA,,
NbIAA33,Gene,RegulationGene,NA,,
NbTIR1/AFBs,Gene,RegulationGene,NA,,
Auxin signaling amplification upstream of callose biosynthesis,Process,,,,
SlIAA35,Gene,RegulationGene,Solyc07g008020,,
Auxin signaling gating in tomato antiviral defense,Process,,,,
SlTIR1/AFBs,Gene,RegulationGene,NA,,
Amplification of auxin-dependent callose defense,Process,,,,
2S albumin seed storage proteins; Em1 LEA protein,Metabolite,,,,
storage protein; LEA protein,MetaboliteClass,,,,
seed maturation and desiccation-associated storage/LEA gene expression,Process,,,,
HvGBSSIa,Gene,PathwayGene,AAM74048,,
10.1046/j.1365-313x.2001.01082.x,Paper,,,A deficiency of coproporphyrinogen III oxidase causes lesion formation in Arabidopsis,10.1046@j.1365-313x.2001.01058.x_nutri_plant_verified.json
LIN2,Gene,PathwayGene,TEA015436,,
chlorophyll; heme,Metabolite,,,,
10.1101/gad.5.2.298,Paper,,,Identification of functional domains in the maize transcriptional activator C1: comparison of wild-type and dominant inhibitor proteins,10.1101@gad.5.2.298_nutri_plant_verified.json
anthocyanin pigments,Metabolite,,,,
anthocyanin biosynthesis; transcriptional activation of structural genes,Process,,,,
C1-I,Gene,RegulationGene,NA,,
negative control of anthocyanin biosynthesis via inhibition of transcriptional activation,Process,,,,
B,Gene,RegulationGene,NA,,
anthocyanin biosynthesis transcriptional regulation,Process,,,,
R,Gene,RegulationGene,NA,,
KR,Gene,PathwayGene,AJ243085,,
seed fatty acids; oleic acid (18:1); seed oil,Metabolite,,,,
ENR,Gene,PathwayGene,205577,,
seed fatty acids; seed oil,Metabolite,,,,
10.1093/treephys/tpw056,Paper,,,Implication of the suberin pathway in adaptation to waterlogging and hypertrophied lenticels formation in pedunculate oak (Quercus robur L.),10.1093@treephys@tpw056_nutri_plant_verified.json
GPAT8,Gene,PathwayGene,NA,,
Quercus robur,Species,,,,
Suberin,Metabolite,,,,
KCS10,Gene,PathwayGene,Cluster-7222.40023,,
LACS2,Gene,PathwayGene,NA,,
CYP71B9,Gene,PathwayGene,NA,,
CYP76C4,Gene,PathwayGene,NA,,
CYP76C2,Gene,PathwayGene,At2g45570,,
Lipid polyester / barrier biopolymer,MetaboliteClass,,,,
TT4,Gene,PathwayGene,AT5G13930,,
Lipid polyester / barrier biopolymer with phenolic domain,MetaboliteClass,,,,
ABA2,Gene,PathwayGene,NA,,
PLC,Gene,PathwayGene,NA,,
Sucrose synthase,Gene,PathwayGene,AU312418,,
Ethanol,Metabolite,,,,
Fermentation product,MetaboliteClass,,,,
6-phosphofructokinase,Gene,PathwayGene,Cpr001888.1,,
ADH1,Gene,PathwayGene,GenBank:JQ582842,,
Fermentation / anaerobic energy metabolism,Process,,,,
RAP2.3,Gene,RegulationGene,NA,,
Anaerobic response and suberin-associated lipid handling,Process,,,,
Quercus robur / Quercus petraea,Species,,,,
Quercus petraea or Quercus robur ortholog context,Species,,,,
Flavonoid/suberin-associated phenylpropanoid branch,Process,,,,
PGM,Gene,PathwayGene,NA,,
SPSA1,Gene,PathwayGene,NA,,
sucrose,Metabolite,,,,
10.1016/j.ecoenv.2017.02.020,Paper,,,"The phytochelatin synthase gene in date palm (Phoenix dactylifera L.): Phylogeny, evolution and expression",10.1016@j.ecoenv.2017.02.020_nutri_plant_verified.json
PdPCS1,Gene,PathwayGene,NA,,
Phoenix dactylifera,Species,,,,
Phytochelatins,Metabolite,,,,
Metal-binding peptide,MetaboliteClass,,,,
10.1016/j.devcel.2025.05.004,Paper,,,Bifunctional transcription factor GhMYB4 orchestrates transition from elongation to secondary cell wall synthesis trade-off in cotton fiber,10.1016@j.devcel.2025.05.004_nutri_plant_verified.json
GhMYB4,Gene,RegulationGene,NA,,
Negatively controls fatty acid and brassinosteroid-associated elongation program; positively controls cellulose biosynthesis/secondary cell wall deposition,Process,,,,
GhRAP2,Gene,RegulationGene,NA,,
Very-long-chain fatty acids and brassinosteroid-associated elongation outputs,Metabolite,,,,
Activation of fatty acid and BR biosynthetic genes during fiber elongation,Process,,,,
GhTCP15,Gene,RegulationGene,NA,,
GhMYB52,Gene,RegulationGene,NA,,
Secondary cell wall synthesis via support of SCW-GhCesA activation,Process,,,,
GhFSN1,Gene,RegulationGene,GH_A12G1326,,
Direct activation of SCW-GhCesAs and cellulose deposition,Process,,,,
GhILR3,Gene,RegulationGene,NA,,
Secondary cell wall synthesis via enhancement of GhFSN1-mediated SCW-GhCesA activation,Process,,,,
PLR-La1,Gene,PathwayGene,AJ849358,,
Linum album,Species,,,,
Podophyllotoxin; 6-methoxypodophyllotoxin,Metabolite,,,,
Phenolic acids; flavonoids; lignin; podophyllotoxin-related lignans,Metabolite,,,,
Lignin; phenylpropanoid-derived defense metabolites,Metabolite,,,,
10.1074/jbc.M115.652123,Paper,,,Adaptive Engineering of Phytochelatin-based Heavy Metal Tolerance,PMC4498070_nutri_plant_verified.json
AtPCS1,Gene,PathwayGene,W43439,,
Saccharomyces cerevisiae; Arabidopsis thaliana; Brassica juncea,Species,,,,
Peptide thiol / metal-chelating peptide,MetaboliteClass,,,,
AtPCS1-Y186C,Gene,PathwayGene,GenBank AF085230 (AtPCS1 mutant Y186C),,
AtPCS1-C109Y,Gene,PathwayGene,GenBank AF085230 (AtPCS1 mutant C109Y),,
SR45,Gene,RegulationGene,At1g16610; SALK_004132 (mutant line sr45-1),,
Abscisic acid (ABA); glucose-responsive starch and anthocyanin outputs,Metabolite,,,,
Hormone; carbohydrate; flavonoid,MetaboliteClass,,,,
Sugar signaling; ABA biosynthesis and signaling; transcriptional control of starch and anthocyanin biosynthesis outputs during early seedling development,Process,,,,
ABA signaling during sugar-mediated developmental arrest,Process,,,,
ABI5,Gene,RegulationGene,NA,,
10.1016/j.ecoenv.2019.03.042,Paper,,,Interactive effect of drought and cadmium stress on soybean root morphology and gene expression,10.1016@j.ecoenv.2019.03.042_nutri_plant_verified.json
Glyma17G242200,Gene,PathwayGene,Glyma17G242200,,
Glyma03G151800.1,Gene,PathwayGene,Glyma03G151800.1,,
Zeatin riboside (ZR),Metabolite,,,,
XM_003550461.3,Gene,PathwayGene,XM_003550461.3,,
Glyma02G037600.1,Gene,PathwayGene,Glyma02G037600.1,,
Indole-3-acetic acid (IAA),Metabolite,,,,
Glyma11G007600.1,Gene,PathwayGene,Glyma11G007600.1,,
Methyl jasmonate (MeJA),Metabolite,,,,
Glyma03G019800.1,Gene,PathwayGene,Glyma03G019800.1,,
Gibberellin (GA),Metabolite,,,,
Glyma02G063400,Gene,PathwayGene,Glyma02G063400,,
Salicylic acid (SA),Metabolite,,,,
NST3,Gene,RegulationGene,NA,,
secondary cell wall components (cellulose/hemicellulose/lignin),Metabolite,,,,
polysaccharide/lignin cell wall biopolymers,MetaboliteClass,,,,
secondary cell wall biosynthesis/deposition,Process,,,,
SND2,Gene,RegulationGene,NA,,
"secondary cell wall components with elevated glucose, xylose and methyl-glucuronic acid, and reduced lignin recovery",Metabolite,,,,
secondary cell wall biosynthesis/deposition and vascular-vessel-like program,Process,,,,
ANAC075,Gene,RegulationGene,At4g29230,,
"secondary cell wall components with elevated glucose, xylose and methyl-glucuronic acid, and lower lignin recovery",Metabolite,,,,
secondary cell wall biosynthesis/deposition and vascular-vessel-like differentiation program,Process,,,,
secondary cell wall components with increased mannose and methyl-glucuronic acid,Metabolite,,,,
secondary cell wall biosynthesis with emphasis on mannan/hemicellulose-related regulation,Process,,,,
CsTSI,Gene,PathwayGene,NA,,
10.1093/jxb/erx006,Paper,,,Cellular localization of the Arabidopsis class 2 phytoglobin influences somatic embryogenesis,PMC5441859_nutri_plant_verified.json
TSA1,Gene,PathwayGene,NA,,
TSB1,Gene,PathwayGene,NA,,
AMI1,Gene,PathwayGene,NA,,
YUC1,Gene,PathwayGene,NA,,
YUC2,Gene,PathwayGene,NA,,
YUC4,Gene,PathwayGene,NA,,
YUC6,Gene,PathwayGene,NA,,
YUC10,Gene,PathwayGene,NA,,
Pgb2,Gene,RegulationGene,NA,,
auxin biosynthesis and accumulation during somatic embryogenesis,Process,,,,
auxin biosynthesis,Process,,,,
Populus sieboldii × Populus grandidentata,Species,,,,
POX,Gene,PathwayGene,NA,,
γ-ECS,Gene,PathwayGene,NA,,
phytochelatins,Metabolite,,,,
thiol-rich metal-chelating peptides,MetaboliteClass,,,,
GS,Gene,PathwayGene,NA,,
PS,Gene,PathwayGene,NA,,
Schizosaccharomyces pombe,Species,,,,
10.1093/jxb/ers076,Paper,,,Developmental effects on ureide levels are mediated by tissue-specific regulation of allantoinase in Phaseolus vulgaris L.,10.1093@jxb@ers090_nutri_plant_verified.json
PvALN1,Gene,PathwayGene,JQ282796,,
Phaseolus vulgaris,Species,,,,
Allantoate,Metabolite,,,,
Ureide / nitrogen transport metabolite,MetaboliteClass,,,,
PvAAH,Gene,PathwayGene,EF650088,,
PvUO,Gene,PathwayGene,NA,,
Ureides,Metabolite,,,,
Ureide / nitrogen transport metabolites,MetaboliteClass,,,,
10.1016/j.foodchem.2021.129713,Paper,,,"Melatonin application improves berry coloration, sucrose synthesis, and nutrient absorption in 'Summer Black' grape",10.1016@j.foodchem.2021.129713_nutri_plant_verified.json
F3'H,Gene,PathwayGene,AB213605,,
SPS,Gene,PathwayGene,NA,,
SS,Gene,PathwayGene,NA,,
MYBA1,Gene,RegulationGene,NA,,
MYBA2,Gene,RegulationGene,NA,,
MYB5b,Gene,RegulationGene,NA,,
anthocyanin and proanthocyanidin biosynthesis,Process,,,,
10.1111/nph.14675,Paper,,,"PhERF6, interacting with EOBI, negatively regulates fragrance biosynthesis in petunia flowers",10.1111@nph.14675_nutri_plant_verified.json
